benchmark,image_id,label,e20_vs_e24_transition,e21_vs_e24_transition,generator,device_family
E14 Degraded External,real_raise_173_r1645a09ct_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_002_r005f3e70t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_002_r005f3e70t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_002_r005f3e70t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_221_r1c23e440t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_221_r1c23e440t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_221_r1c23e440t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_167_r15919202t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_167_r15919202t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_167_r15919202t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_111_r0eb8dfb5t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_111_r0eb8dfb5t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_111_r0eb8dfb5t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_028_r03aa5df1t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_028_r03aa5df1t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_028_r03aa5df1t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_214_r0372042dt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_214_r0372042dt_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_214_r0372042dt_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,real_raise_supp_060_r1f06581bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_060_r1f06581bt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_060_r1f06581bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_030_r03f70ccdt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_030_r03f70ccdt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_030_r03f70ccdt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_162_r0b7b1156t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_162_r0b7b1156t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_162_r0b7b1156t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,real_raise_171_r1618da9dt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_171_r1618da9dt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_171_r1618da9dt_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_238_r1de76a54t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_238_r1de76a54t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_238_r1de76a54t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_197_r19b49f2ct_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_197_r19b49f2ct_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_197_r19b49f2ct_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_078_r09d7cd4et_test_whatsapp_q75,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_078_r09d7cd4et_test_resize_q80,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_078_r09d7cd4et_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_085_r0aaa70c3t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_085_r0aaa70c3t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_085_r0aaa70c3t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_216_r1bc3dd23t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_216_r1bc3dd23t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_216_r1bc3dd23t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_firefly_081_r159d3942t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_081_r159d3942t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_081_r159d3942t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,real_raise_196_r1986e42bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_196_r1986e42bt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_196_r1986e42bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_126_r102b4aa4t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_126_r102b4aa4t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_126_r102b4aa4t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_117_r0f4ece9bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_117_r0f4ece9bt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_117_r0f4ece9bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_236_r1ad2de34t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_236_r1ad2de34t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_236_r1ad2de34t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_153_r026b5360t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_153_r026b5360t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_153_r026b5360t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_midjourney-v5_142_r169c7350t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_142_r169c7350t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_142_r169c7350t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_dalle3_057_r1bdb6385t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_057_r1bdb6385t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_057_r1bdb6385t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,real_raise_233_r1d679eaet_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_233_r1d679eaet_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_233_r1d679eaet_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_249_r1f3e6681t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_249_r1f3e6681t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_249_r1f3e6681t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_240_r1e9082f9t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_240_r1e9082f9t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_240_r1e9082f9t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,real_raise_181_r17754c77t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_181_r17754c77t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_181_r17754c77t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_019_r098cf7aet_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_019_r098cf7aet_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_019_r098cf7aet_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_156_r140f3432t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_156_r140f3432t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_156_r140f3432t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle3_051_r159d3942t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_051_r159d3942t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_051_r159d3942t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,real_raise_159_r145215fft_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_159_r145215fft_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_159_r145215fft_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_dalle2_002_r0150031ft_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_002_r0150031ft_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_002_r0150031ft_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,real_raise_038_r04cfa379t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_038_r04cfa379t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_038_r04cfa379t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_supp_glide_010_r001d260dt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_supp_glide_010_r001d260dt_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_supp_glide_010_r001d260dt_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_midjourney-v5_127_r06743f8ft_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_127_r06743f8ft_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_127_r06743f8ft_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_dalle2_021_r159d3942t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_021_r159d3942t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_021_r159d3942t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,real_raise_229_r1ceba29dt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_229_r1ceba29dt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_229_r1ceba29dt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_glide_095_r045be2act_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_095_r045be2act_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_095_r045be2act_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_169_r138ad247t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_169_r138ad247t_test_resize_q80,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_169_r138ad247t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,real_raise_093_r0b841e5at_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_093_r0b841e5at_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_093_r0b841e5at_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_216_r056f233bt_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_216_r056f233bt_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_216_r056f233bt_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,real_raise_119_r0f8e5907t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_119_r0f8e5907t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_119_r0f8e5907t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_dalle2_018_r1297fd0bt_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_018_r1297fd0bt_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_018_r1297fd0bt_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,real_raise_096_r0bf7f938t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_096_r0bf7f938t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_096_r0bf7f938t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_021_r00444b95t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_021_r00444b95t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_021_r00444b95t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_213_r1b4e82c4t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_213_r1b4e82c4t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_213_r1b4e82c4t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_196_r102b4aa4t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_196_r102b4aa4t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_196_r102b4aa4t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_dalle2_026_r1ad2de34t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_026_r1ad2de34t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_026_r1ad2de34t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,dalle2,unknown
E14 Degraded External,real_raise_091_r0b61ed37t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_091_r0b61ed37t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_091_r0b61ed37t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_190_r09a60f63t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_190_r09a60f63t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_190_r09a60f63t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_firefly_067_r06743f8ft_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_067_r06743f8ft_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_067_r06743f8ft_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_069_r08b12799t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_069_r08b12799t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_069_r08b12799t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_149_r1d9a31fct_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_149_r1d9a31fct_test_resize_q80,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_149_r1d9a31fct_test_double_jpeg,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_glide_102_r0b7b1156t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_102_r0b7b1156t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_102_r0b7b1156t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_108_r1297fd0bt_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_108_r1297fd0bt_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_108_r1297fd0bt_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_233_r17fe8532t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_233_r17fe8532t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_233_r17fe8532t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_224_r0e7b407bt_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_224_r0e7b407bt_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_224_r0e7b407bt_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,real_raise_supp_043_r16ea6386t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_043_r16ea6386t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_043_r16ea6386t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_140_r125f6e84t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_140_r125f6e84t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_140_r125f6e84t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
